RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
15	3017	3.02E+01	6.58E-03	6.58E+07	0.00E+00	7.12E-03	7.10E+00	1.38E+02	1.61E+01	1.44E+02	1.14E-03	46.452	7.56E-01	2.51E+02
16	4365.8	3.05E+01	8.28E-03	5.78E+07	0.00E+00	1.18E-02	7.06E+00	1.31E+02	1.61E+01	1.37E+02	1.60E-03	52.823	1.09E+00	2.50E+02
17														
18	4819.9	3.04E+01	1.39E-02	8.76E+07	0.00E+00	7.67E-03	7.01E+00	1.31E+02	1.60E+01	1.39E+02	1.78E-03	36.187	9.59E-01	1.99E+02
19	2111.2	3.05E+01	4.79E-03	6.91E+07	0.00E+00	5.10E-03	7.06E+00	1.35E+02	1.60E+01	1.40E+02	7.87E-04	47.227	5.22E-01	2.48E+02
20	7178.9	3.01E+01	8.63E-03	3.61E+07	0.00E+00	1.32E-02	7.12E+00	1.25E+02	1.61E+01	1.28E+02	2.43E-03	43.261	1.45E+00	2.02E+02
21	6866.2	3.01E+01	1.29E-02	5.65E+07	0.00E+00	1.16E-02	7.04E+00	1.21E+02	1.62E+01	1.26E+02	2.33E-03	40.79	1.34E+00	1.95E+02
22	3234.2	3.03E+01	6.91E-03	6.47E+07	0.00E+00	8.57E-03	7.04E+00	1.40E+02	1.60E+01	1.46E+02	1.25E-03	48.563	8.93E-01	2.76E+02
23														
24	6441.7	3.00E+01	2.14E-02	9.93E+07	0.00E+00	1.36E-02	7.07E+00	1.30E+02	1.60E+01	1.41E+02	2.36E-03	44.611	1.49E+00	2.32E+02
25	3712.2	3.02E+01	1.14E-02	9.29E+07	0.00E+00	9.48E-03	7.03E+00	1.30E+02	1.60E+01	1.38E+02	1.34E-03	50.613	9.23E-01	2.49E+02
26	3826.3	3.01E+01	1.09E-02	8.61E+07	0.00E+00	8.45E-03	7.13E+00	1.33E+02	1.61E+01	1.41E+02	1.41E-03	45.753	8.93E-01	2.33E+02
27	3451.5	3.01E+01	9.63E-03	8.39E+07	0.00E+00	8.01E-03	7.05E+00	1.32E+02	1.60E+01	1.40E+02	1.26E-03	46.658	8.49E-01	2.46E+02
28	3997.7	3.03E+01	6.80E-03	5.16E+07	0.00E+00	1.02E-02	7.06E+00	1.29E+02	1.60E+01	1.34E+02	1.42E-03	51.286	9.82E-01	2.46E+02
29	3054.9	3.02E+01	1.08E-02	1.06E+08	0.00E+00	6.57E-03	7.03E+00	1.29E+02	1.60E+01	1.38E+02	1.10E-03	45.012	7.20E-01	2.36E+02
30	3957.5	3.02E+01	6.77E-03	5.16E+07	0.00E+00	1.03E-02	7.06E+00	1.34E+02	1.61E+01	1.39E+02	1.45E-03	49.901	1.03E+00	2.61E+02
31	3151.2	3.04E+01	1.20E-02	1.16E+08	0.00E+00	6.31E-03	7.01E+00	1.28E+02	1.62E+01	1.38E+02	1.16E-03	42.693	7.10E-01	2.25E+02
32	2826.8	3.02E+01	4.98E-03	5.32E+07	0.00E+00	4.37E-03	7.12E+00	1.28E+02	1.61E+01	1.33E+02	9.94E-04	36.192	5.70E-01	2.02E+02
33	5526.5	3.03E+01	1.34E-02	7.38E+07	0.00E+00	1.31E-02	7.19E+00	1.26E+02	1.62E+01	1.33E+02	1.95E-03	48.863	1.31E+00	2.36E+02
34	3199	3.03E+01	4.93E-03	4.68E+07	0.00E+00	6.38E-03	7.06E+00	1.25E+02	1.61E+01	1.30E+02	1.11E-03	43.766	7.18E-01	2.24E+02
35	4641.8	3.00E+01	1.25E-02	8.10E+07	0.00E+00	1.13E-02	7.11E+00	1.31E+02	1.61E+01	1.38E+02	1.67E-03	49.917	1.10E+00	2.37E+02
36	3015.4	3.05E+01	1.83E-02	1.85E+08	0.00E+00	7.38E-03	7.09E+00	1.26E+02	1.61E+01	1.42E+02	1.09E-03	48.605	7.42E-01	2.46E+02
37	5181.6	3.02E+01	1.18E-02	6.90E+07	0.00E+00	1.10E-02	7.05E+00	1.24E+02	1.60E+01	1.30E+02	1.77E-03	45.764	1.16E+00	2.24E+02
38	4143.7	3.04E+01	8.55E-03	6.28E+07	0.00E+00	1.14E-02	7.04E+00	1.33E+02	1.60E+01	1.39E+02	1.53E-03	52.268	1.08E+00	2.60E+02
39	3333.8	3.02E+01	7.06E-03	6.39E+07	0.00E+00	8.07E-03	7.16E+00	1.24E+02	1.61E+01	1.30E+02	1.14E-03	50.149	8.04E-01	2.41E+02
40	5028.6	3.01E+01	9.53E-03	5.70E+07	0.00E+00	9.93E-03	7.05E+00	1.27E+02	1.60E+01	1.33E+02	1.76E-03	43.365	1.12E+00	2.23E+02
41	3464.8	3.02E+01	1.05E-02	9.12E+07	0.00E+00	6.17E-03	7.12E+00	1.15E+02	1.61E+01	1.24E+02	1.12E-03	42.947	6.94E-01	2.00E+02
