RECORD	MEAN AREA	ESTIMATED_LENGTH(*)	GRADIENT(*)	EMOD(*)(#)	DECRIMPING_WORK	EXTENSION_WORK	START_X(*)	START_Y	END_X(*)	END_Y	ANALYSIS_WORK	BREAK_STRAIN(*)(#)	BREAK_LOAD	TENSILE_STRENGTH
81	3746.8	3.03E+01	3.68E-03	2.97E+07	0.00E+00	8.78E-03	7.00E+00	1.44E+02	1.62E+01	1.47E+02	1.50E-03	45.476	9.34E-01	2.49E+02
82	5250	3.01E+01	1.14E-02	6.50E+07	0.00E+00	9.81E-03	7.02E+00	1.30E+02	1.62E+01	1.36E+02	1.92E-03	42.188	1.06E+00	2.02E+02
83	4618.8	3.00E+01	7.65E-03	4.97E+07	0.00E+00	1.20E-02	7.11E+00	1.43E+02	1.61E+01	1.47E+02	1.78E-03	50.717	1.18E+00	2.55E+02
84	5336.1	3.00E+01	7.12E-03	4.00E+07	0.00E+00	1.05E-02	7.07E+00	1.41E+02	1.60E+01	1.44E+02	2.03E-03	42.509	1.18E+00	2.21E+02
85	3527	3.01E+01	9.88E-03	8.44E+07	0.00E+00	7.95E-03	7.00E+00	1.44E+02	1.62E+01	1.52E+02	1.44E-03	43.113	9.04E-01	2.56E+02
86	3289	3.00E+01	6.80E-03	6.21E+07	0.00E+00	8.16E-03	7.03E+00	1.41E+02	1.62E+01	1.47E+02	1.30E-03	46.853	8.74E-01	2.66E+02
87	4577.3	3.03E+01	9.28E-03	6.14E+07	0.00E+00	9.61E-03	7.07E+00	1.34E+02	1.61E+01	1.40E+02	1.70E-03	43.622	1.06E+00	2.32E+02
88	4033.5	3.01E+01	1.42E-02	1.06E+08	0.00E+00	9.14E-03	7.07E+00	1.36E+02	1.60E+01	1.46E+02	1.53E-03	44.337	1.03E+00	2.55E+02
89	3694.8	3.01E+01	9.92E-03	8.08E+07	0.00E+00	1.02E-02	7.02E+00	1.41E+02	1.62E+01	1.48E+02	1.46E-03	50.499	1.00E+00	2.71E+02
90	3888.7	3.01E+01	8.87E-03	6.85E+07	0.00E+00	9.28E-03	7.09E+00	1.38E+02	1.61E+01	1.44E+02	1.48E-03	46.74	9.82E-01	2.52E+02
91	4909.6	3.01E+01	1.52E-02	9.33E+07	0.00E+00	9.47E-03	7.09E+00	1.37E+02	1.61E+01	1.45E+02	1.88E-03	40.885	1.09E+00	2.23E+02
92	4180.3	3.02E+01	1.11E-02	8.03E+07	0.00E+00	8.03E-03	7.06E+00	1.38E+02	1.61E+01	1.46E+02	1.62E-03	40.451	9.36E-01	2.24E+02
93	5106.8	3.01E+01	1.74E-02	1.02E+08	0.00E+00	9.74E-03	7.02E+00	1.34E+02	1.62E+01	1.43E+02	1.96E-03	40.824	1.14E+00	2.23E+02
94	4607.3	3.02E+01	7.49E-03	4.91E+07	0.00E+00	1.11E-02	7.14E+00	1.33E+02	1.61E+01	1.37E+02	1.68E-03	48.148	1.13E+00	2.46E+02
95	1996.2	3.01E+01	5.08E-03	7.66E+07	0.00E+00	4.84E-03	7.04E+00	1.39E+02	1.60E+01	1.47E+02	7.66E-04	46.979	5.04E-01	2.52E+02
96	3773.3	3.04E+01	7.67E-03	6.18E+07	0.00E+00	9.07E-03	7.08E+00	1.40E+02	1.61E+01	1.46E+02	1.46E-03	46.245	9.60E-01	2.54E+02
97														
98	4799.5	3.01E+01	1.10E-02	6.89E+07	0.00E+00	9.61E-03	7.15E+00	1.36E+02	1.61E+01	1.43E+02	1.80E-03	41.941	1.09E+00	2.27E+02
99	4474.6	3.01E+01	6.39E-03	4.30E+07	0.00E+00	4.27E-03	7.00E+00	1.41E+02	1.62E+01	1.46E+02	1.76E-03	23.332	7.10E-01	1.59E+02
100	3753.4	3.02E+01	7.15E-03	5.74E+07	0.00E+00	8.07E-03	7.03E+00	1.31E+02	1.60E+01	1.36E+02	1.36E-03	45.608	8.53E-01	2.27E+02
